dataset,model,hook,extractor,fold,cell_name,train_train_accuracy,train_train_auroc,train_n_designs,eval_accuracy,eval_auroc,eval_n_designs
rf3_safeprotein,rf3,block12,identity,0,rf3_block12_identity__fold0,1.0,1.0,213,0.7543859649122807,0.8445945945945946,57
rf3_safeprotein,rf3,block12,identity,1,rf3_block12_identity__fold1,1.0,1.0,216,0.7407407407407407,0.8494318181818182,54
rf3_safeprotein,rf3,block12,identity,2,rf3_block12_identity__fold2,1.0,1.0,219,0.6078431372549019,0.6387096774193548,51
rf3_safeprotein,rf3,block12,identity,3,rf3_block12_identity__fold3,1.0,1.0,216,0.7037037037037037,0.7457386363636364,54
rf3_safeprotein,rf3,block12,identity,4,rf3_block12_identity__fold4,1.0,1.0,216,0.5925925925925926,0.6590909090909091,54
rf3_safeprotein,rf3,block12,sae_encode,0,rf3_block12_sae_encode__fold0,0.8169014084507042,0.916407251419154,213,0.5614035087719298,0.6378378378378379,57
rf3_safeprotein,rf3,block12,sae_encode,1,rf3_block12_sae_encode__fold1,0.8194444444444444,0.91504329004329,216,0.5,0.5113636363636364,54
rf3_safeprotein,rf3,block12,sae_encode,2,rf3_block12_sae_encode__fold2,0.8356164383561644,0.927172582619339,219,0.5882352941176471,0.5870967741935483,51
rf3_safeprotein,rf3,block12,sae_encode,3,rf3_block12_sae_encode__fold3,0.8333333333333334,0.9188311688311688,216,0.6481481481481481,0.7102272727272727,54
rf3_safeprotein,rf3,block12,sae_encode,4,rf3_block12_sae_encode__fold4,0.8611111111111112,0.9219877344877345,216,0.6666666666666666,0.7357954545454546,54
rf3_safeprotein,rf3,block16,identity,0,rf3_block16_identity__fold0,1.0,1.0,213,0.8070175438596491,0.8540540540540541,57
rf3_safeprotein,rf3,block16,identity,1,rf3_block16_identity__fold1,1.0,1.0,216,0.7037037037037037,0.7826704545454546,54
rf3_safeprotein,rf3,block16,identity,2,rf3_block16_identity__fold2,1.0,1.0,219,0.7450980392156863,0.7064516129032258,51
rf3_safeprotein,rf3,block16,identity,3,rf3_block16_identity__fold3,1.0,1.0,216,0.7222222222222222,0.7528409090909091,54
